State,        Action 1,  Action 2,  Action 3,  Action 4,  Action 5,  Action 6,  Action 7,  Action 8,  Action 9
x-- oxo ox-,     -    ,  9.000000,  7.190000,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000
x-- oxo x-o,     -    , -9.100000,  9.000000,     -    ,     -    ,     -    ,     -    , -9.100000,     -    
x-- oxo xo-,     -    ,  7.190000,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000
x-- oxx -oo,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    , -0.910000,     -    ,     -    
x-- oxx o-o,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    ,     -    , -0.910000,     -    
x-- oxx oo-,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000
x-- x-- -oo,     -    , -9.100000, -9.100000,     -    , -9.100000, -9.100000,  9.000000,     -    ,     -    
x-- x-- o-o,     -    , -9.100000, -9.100000,     -    , -9.100000, -9.100000,     -    , -7.471000,     -    
x-- x-- oo-,     -    , -9.100000, -9.100000,     -    , -9.100000, -9.100000,     -    ,     -    , -7.471000
x-- x-o --o,     -    , -9.100000,  7.190000,     -    , -9.100000,     -    ,  9.000000, -9.100000,     -    
x-- x-o -o-,     -    ,  7.190000,  7.190000,     -    ,  7.190000,     -    ,  9.000000,     -    ,  7.190000
x-- x-o o--,     -    , -7.471000, -0.837100,     -    , -7.471000,     -    ,     -    , -7.471000, -0.837100
x-- x-o oox,     -    ,  7.190000,  7.190000,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    
x-- x-o oxo,     -    , -9.100000, -0.910000,     -    , -9.100000,     -    ,     -    ,     -    ,     -    
x-- xo- --o,     -    ,  7.190000,  7.190000,     -    ,     -    , -7.471000,  9.000000, -0.837100,     -    
x-- xo- -o-,     -    ,  7.190000, -9.100000,     -    ,     -    , -9.100000,  9.000000,     -    , -9.100000
x-- xo- o--,     -    , -9.100000, -0.837100,     -    ,     -    , -9.100000,     -    , -9.100000, -9.100000
x-- xo- oox,     -    , -9.100000, -9.100000,     -    ,     -    , -9.100000,     -    ,     -    ,     -    
x-- xo- oxo,     -    , -9.100000, -0.910000,     -    ,     -    , -9.100000,     -    ,     -    ,     -    
x-- xoo ---,     -    ,  7.190000,  7.190000,     -    ,     -    ,     -    ,  9.000000, -0.837100, -0.837100
x-- xoo -ox,     -    ,  7.190000, -9.100000,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    
x-- xoo -xo,     -    , -9.100000,  7.190000,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    
x-- xoo o-x,     -    , -9.100000, -0.910000,     -    ,     -    ,     -    ,     -    , -9.100000,     -    
x-- xoo ox-,     -    , -9.100000, -0.910000,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000
x-- xox -oo,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    
x-- xox o-o,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    ,     -    , -9.100000,     -    
x-- xox oo-,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000
x-- xxo -oo,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    
x-- xxo o-o,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    ,     -    , -9.100000,     -    
x-- xxo oo-,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000
x-o --- ---,     -    , -6.151510,     -    ,  5.723900, -0.778051, -0.778051,  5.723900, -0.778051,  5.723900
x-o --- -ox,     -    , -0.837100,     -    ,  7.190000,  9.000000, -7.471000,  7.190000,     -    ,     -    
x-o --- -xo,     -    , -9.100000,     -    , -9.100000, -9.100000, -0.837100, -9.100000,     -    ,     -    
x-o --- o-x,     -    , -9.100000,     -    , -9.100000,  9.000000, -9.100000,     -    , -9.100000,     -    
x-o --- ox-,     -    , -9.100000,     -    , -9.100000,  7.190000, -9.100000,     -    ,     -    , -9.100000
x-o --- x-o,     -    , -9.100000,     -    ,  9.000000, -9.100000, -0.837100,     -    , -9.100000,     -    
x-o --- xo-,     -    , -0.837100,     -    ,  9.000000,  7.190000, -0.837100,     -    ,     -    ,  7.190000
x-o --o --x,     -    , -7.471000,     -    ,  7.190000,  9.000000,     -    ,  7.190000,  7.190000,     -    
x-o --o -x-,     -    , -9.100000,     -    , -9.100000, -9.100000,     -    , -9.100000,     -    ,  7.190000
x-o --o oxx,     -    , -9.100000,     -    , -9.100000,  9.000000,     -    ,     -    ,     -    ,     -    
x-o --o x--,     -    , -9.100000,     -    ,  9.000000, -9.100000,     -    ,     -    , -9.100000,  7.190000
x-o --o xox,     -    ,  7.190000,     -    ,  9.000000,  9.000000,     -    ,     -    ,     -    ,     -    
x-o --x --o,     -    , -7.471000,     -    ,  7.190000, -0.837100,     -    , -0.837100, -0.837100,     -    
x-o --x -o-,     -    , -7.471000,     -    ,  7.190000,  7.190000,     -    , -0.837100,     -    , -7.471000
x-o --x o--,     -    , -9.100000,     -    , -9.100000,  7.190000,     -    ,     -    , -9.100000, -9.100000
x-o --x oox,     -    , -9.100000,     -    , -9.100000,  9.000000,     -    ,     -    ,     -    ,     -    
x-o --x oxo,     -    , -9.100000,     -    , -9.100000,  7.190000,     -    ,     -    ,     -    ,     -    
x-o --x xoo,     -    , -0.910000,     -    ,  9.000000, -0.910000,     -    ,     -    ,     -    ,     -    
x-o -o- --x,     -    , -9.100000,     -    , -9.100000,     -    , -9.100000,  7.190000, -9.100000,     -    
x-o -o- -x-,     -    , -9.100000,     -    , -9.100000,     -    , -9.100000,  7.190000,     -    , -9.100000
x-o -o- x--,     -    , -0.837100,     -    ,  9.000000,     -    , -0.837100,     -    ,  7.190000,  7.190000
x-o -o- xox,     -    , -0.910000,     -    ,  9.000000,     -    , -9.100000,     -    ,     -    ,     -    
x-o -o- xxo,     -    , -9.100000,     -    ,  9.000000,     -    , -0.910000,     -    ,     -    ,     -    
x-o -oo -xx,     -    , -9.100000,     -    , -9.100000,     -    ,     -    ,  9.000000,     -    ,     -    
x-o -oo x-x,     -    , -9.100000,     -    ,  9.000000,     -    ,     -    ,     -    ,  9.000000,     -    
x-o -oo xx-,     -    , -9.100000,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,  9.000000
x-o -ox ---,     -    , -9.100000,     -    , -9.100000,     -    ,     -    , -0.837100, -9.100000, -9.100000
x-o -ox -ox,     -    , -9.100000,     -    , -9.100000,     -    ,     -    , -9.100000,     -    ,     -    
x-o -ox -xo,     -    , -9.100000,     -    , -9.100000,     -    ,     -    , -0.910000,     -    ,     -    
x-o -ox x-o,     -    , -0.910000,     -    ,  9.000000,     -    ,     -    ,     -    , -0.910000,     -    
x-o -ox xo-,     -    , -0.910000,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    , -9.100000
x-o -x- --o,     -    , -9.100000,     -    , -9.100000,     -    , -0.837100, -9.100000, -9.100000,     -    
x-o -x- -o-,     -    , -7.471000,     -    ,  7.190000,     -    ,  7.190000,  7.190000,     -    ,  9.000000
x-o -x- o--,     -    ,  7.190000,     -    ,  7.190000,     -    ,  7.190000,     -    ,  7.190000,  9.000000
x-o -x- oxo,     -    ,  9.000000,     -    , -9.100000,     -    ,  7.190000,     -    ,     -    ,     -    
x-o -x- xoo,     -    , -9.100000,     -    ,  9.000000,     -    , -0.910000,     -    ,     -    ,     -    
x-o -xo ---,     -    , -9.100000,     -    , -9.100000,     -    ,     -    , -9.100000, -9.100000,  9.000000
x-o -xo ox-,     -    ,  9.000000,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,  9.000000
x-o -xo xo-,     -    , -9.100000,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,  9.000000
x-o -xx -oo,     -    , -9.100000,     -    ,  9.000000,     -    ,     -    , -0.910000,     -    ,     -    
x-o -xx o-o,     -    , -9.100000,     -    ,  9.000000,     -    ,     -    ,     -    ,  7.190000,     -    
x-o -xx oo-,     -    , -9.100000,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,  9.000000
x-o o-- --x,     -    , -7.471000,     -    ,     -    ,  9.000000, -0.837100,  7.190000,  7.190000,     -    
x-o o-- -x-,     -    , -7.471000,     -    ,     -    ,  7.190000, -0.837100, -0.837100,     -    ,  7.190000
x-o o-- oxx,     -    , -9.100000,     -    ,     -    ,  9.000000, -9.100000,     -    ,     -    ,     -    
x-o o-- x--,     -    , -7.471000,     -    ,     -    , -0.837100, -0.837100,     -    , -0.837100,  7.190000
x-o o-- xox,     -    , -0.910000,     -    ,     -    ,  9.000000, -0.910000,     -    ,     -    ,     -    
x-o o-- xxo,     -    , -9.100000,     -    ,     -    , -9.100000, -0.910000,     -    ,     -    ,     -    
x-o o-o -xx,     -    , -9.100000,     -    ,     -    ,  9.000000,     -    ,  9.000000,     -    ,     -    
x-o o-o x-x,     -    , -9.100000,     -    ,     -    ,  9.000000,     -    ,     -    ,  9.000000,     -    
x-o o-o xx-,     -    , -9.100000,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,  9.000000
x-o o-x ---,     -    , -0.837100,     -    ,     -    , -0.837100,     -    , -0.837100, -0.837100, -0.837100
x-o o-x -ox,     -    , -0.910000,     -    ,     -    ,  9.000000,     -    , -0.910000,     -    ,     -    
x-o o-x -xo,     -    , -0.910000,     -    ,     -    , -0.910000,     -    , -0.910000,     -    ,     -    
x-o o-x o-x,     -    , -9.100000,     -    ,     -    ,  9.000000,     -    ,     -    , -9.100000,     -    
x-o o-x ox-,     -    , -9.100000,     -    ,     -    ,  7.190000,     -    ,     -    ,     -    , -9.100000
x-o o-x x-o,     -    , -0.910000,     -    ,     -    , -0.910000,     -    ,     -    , -0.910000,     -    
x-o o-x xo-,     -    , -0.910000,     -    ,     -    , -0.910000,     -    ,     -    ,     -    , -0.910000
x-o oo- -xx,     -    , -9.100000,     -    ,     -    ,     -    , -9.100000,  9.000000,     -    ,     -    
x-o oo- x-x,     -    , -9.100000,     -    ,     -    ,     -    , -0.910000,     -    ,  9.000000,     -    
x-o oo- xx-,     -    , -9.100000,     -    ,     -    ,     -    , -0.910000,     -    ,     -    ,  9.000000
x-o oox --x,     -    , -9.100000,     -    ,     -    ,     -    ,     -    , -0.910000, -9.100000,     -    
x-o oox -x-,     -    , -9.100000,     -    ,     -    ,     -    ,     -    , -0.910000,     -    , -9.100000
x-o oox x--,     -    , -0.910000,     -    ,     -    ,     -    ,     -    ,     -    , -0.910000, -0.910000
x-o oox xox,     -    , -1.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
x-o oox xxo,     -    , -1.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
x-o ox- ---,     -    ,  7.190000,     -    ,     -    ,     -    , -0.837100, -0.837100,  7.190000,  9.000000
x-o ox- -xo,     -    ,  9.000000,     -    ,     -    ,     -    , -0.910000, -9.100000,     -    ,     -    
x-o ox- ox-,     -    ,  9.000000,     -    ,     -    ,     -    ,  7.190000,     -    ,     -    ,  9.000000
x-o ox- x-o,     -    , -9.100000,     -    ,     -    ,     -    , -0.910000,     -    , -9.100000,     -    
x-o ox- xo-,     -    , -0.910000,     -    ,     -    ,     -    , -0.910000,     -    ,     -    ,  9.000000
x-o oxo -x-,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    , -9.100000,     -    ,  9.000000
x-o oxo x--,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,  9.000000
x-o oxx --o,     -    , -0.910000,     -    ,     -    ,     -    ,     -    , -0.910000, -0.910000,     -    
x-o oxx -o-,     -    , -0.910000,     -    ,     -    ,     -    ,     -    , -0.910000,     -    ,  9.000000
x-o oxx o--,     -    ,  7.190000,     -    ,     -    ,     -    ,     -    ,     -    ,  7.190000,  9.000000
x-o oxx oxo,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
x-o oxx xoo,     -    , -1.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
x-o x-- --o,     -    , -9.100000,     -    ,     -    , -9.100000,  7.190000,  9.000000, -9.100000,     -    
x-o x-- -o-,     -    , -7.471000,     -    ,     -    ,  7.190000,  7.190000,  9.000000,     -    ,  7.190000
x-o x-- o--,     -    , -9.100000,     -    ,     -    ,  7.190000, -9.100000,     -    , -9.100000, -9.100000
x-o x-- oox,     -    , -9.100000,     -    ,     -    ,  9.000000, -9.100000,     -    ,     -    ,     -    
x-o x-- oxo,     -    , -9.100000,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    
x-o x-o ---,     -    , -9.100000,     -    ,     -    , -9.100000,     -    ,  9.000000, -9.100000,  7.190000
x-o x-o -ox,     -    ,  7.190000,     -    ,     -    ,  9.000000,     -    ,  9.000000,     -    ,     -    
x-o x-o o-x,     -    , -9.100000,     -    ,     -    ,  9.000000,     -    ,     -    , -9.100000,     -    
x-o x-o ox-,     -    , -9.100000,     -    ,     -    , -9.100000,     -    ,     -    ,     -    , -9.100000
x-o x-x -oo,     -    , -9.100000,     -    ,     -    ,  9.000000,     -    ,  9.000000,     -    ,     -    
x-o x-x o-o,     -    , -9.100000,     -    ,     -    ,  9.000000,     -    ,     -    , -9.100000,     -    
x-o x-x oo-,     -    , -9.100000,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    , -9.100000
x-o xo- ---,     -    , -9.100000,     -    ,     -    ,     -    , -9.100000,  9.000000, -9.100000, -9.100000
x-o xo- -ox,     -    , -9.100000,     -    ,     -    ,     -    , -9.100000,  9.000000,     -    ,     -    
x-o xo- -xo,     -    , -9.100000,     -    ,     -    ,     -    , -9.100000,  9.000000,     -    ,     -    
x-o xoo --x,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,  9.000000, -9.100000,     -    
x-o xoo -x-,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    , -9.100000
x-o xox --o,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,  9.000000, -9.100000,     -    
x-o xox -o-,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    , -9.100000
x-o xx- -oo,     -    , -9.100000,     -    ,     -    ,     -    ,  9.000000,  9.000000,     -    ,     -    
x-o xx- o-o,     -    , -9.100000,     -    ,     -    ,     -    ,  9.000000,     -    , -9.100000,     -    
x-o xx- oo-,     -    , -9.100000,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    ,  9.000000
x-o xxo -o-,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,  9.000000
x-o xxo o--,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,  9.000000
x-x --- -oo,     -    ,  9.000000,     -    , -9.100000, -9.100000, -9.100000,  7.190000,     -    ,     -    
x-x --- o-o,     -    ,  9.000000,     -    , -9.100000, -9.100000, -9.100000,     -    , -0.837100,     -    
x-x --- oo-,     -    ,  9.000000,     -    , -9.100000, -9.100000, -9.100000,     -    ,     -    ,  7.190000
x-x --o --o,     -    ,  9.000000,     -    ,  7.190000,  7.190000,     -    ,  7.190000,  5.723900,     -    
x-x --o -o-,     -    ,  9.000000,     -    ,  7.190000,  7.190000,     -    ,  7.190000,     -    ,  7.190000
x-x --o o--,     -    ,  9.000000,     -    , -0.837100,  7.190000,     -    ,     -    , -0.837100,  7.190000
x-x --o oox,     -    ,  9.000000,     -    ,  7.190000,  9.000000,     -    ,     -    ,     -    ,     -    
x-x --o oxo,     -    ,  9.000000,     -    , -0.910000, -0.910000,     -    ,     -    ,     -    ,     -    
x-x --o xoo,     -    ,  9.000000,     -    ,  9.000000,  9.000000,     -    ,     -    ,     -    ,     -    
x-x -o- --o,     -    ,  9.000000,     -    ,  7.190000,     -    , -0.837100,  7.190000, -0.837100,     -    
x-x -o- -o-,     -    ,  9.000000,     -    , -9.100000,     -    , -9.100000, -9.100000,     -    , -9.100000
x-x -o- o--,     -    ,  9.000000,     -    , -0.837100,     -    ,  7.190000,     -    , -0.837100,  7.190000
x-x -o- oox,     -    ,  9.000000,     -    , -9.100000,     -    ,  9.000000,     -    ,     -    ,     -    
x-x -o- oxo,     -    ,  9.000000,     -    , -0.910000,     -    , -0.910000,     -    ,     -    ,     -    
x-x -o- xoo,     -    ,  9.000000,     -    ,  9.000000,     -    , -9.100000,     -    ,     -    ,     -    
x-x -oo ---,     -    ,  9.000000,     -    ,  7.190000,     -    ,     -    , -9.100000, -9.100000, -9.100000
x-x -oo -ox,     -    ,  9.000000,     -    , -9.100000,     -    ,     -    , -9.100000,     -    ,     -    
x-x -oo -xo,     -    ,  9.000000,     -    ,  7.190000,     -    ,     -    , -9.100000,     -    ,     -    
x-x -oo o-x,     -    ,  9.000000,     -    , -0.910000,     -    ,     -    ,     -    , -9.100000,     -    
x-x -oo ox-,     -    ,  9.000000,     -    , -0.910000,     -    ,     -    ,     -    ,     -    , -9.100000
x-x -oo x-o,     -    ,  9.000000,     -    ,  9.000000,     -    ,     -    ,     -    , -9.100000,     -    
x-x -oo xo-,     -    ,  9.000000,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    , -9.100000
x-x -ox -oo,     -    ,  9.000000,     -    , -9.100000,     -    ,     -    , -9.100000,     -    ,     -    
x-x -ox o-o,     -    ,  9.000000,     -    , -9.100000,     -    ,     -    ,     -    , -0.910000,     -    
x-x -ox oo-,     -    ,  9.000000,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,  9.000000
x-x -xo -oo,     -    ,  9.000000,     -    , -9.100000,     -    ,     -    ,  9.000000,     -    ,     -    
x-x -xo o-o,     -    ,  9.000000,     -    , -9.100000,     -    ,     -    ,     -    , -0.910000,     -    
x-x -xo oo-,     -    ,  9.000000,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,  9.000000
x-x o-- --o,     -    ,  9.000000,     -    ,     -    ,  7.190000, -0.837100,  7.190000, -0.837100,     -    
x-x o-- -o-,     -    ,  9.000000,     -    ,     -    ,  7.190000,  7.190000,  7.190000,     -    ,  7.190000
x-x o-- o--,     -    ,  9.000000,     -    ,     -    ,  7.190000,  7.190000,     -    ,  5.723900,  7.190000
x-x o-- oox,     -    ,  9.000000,     -    ,     -    ,  9.000000,  9.000000,     -    ,     -    ,     -    
x-x o-- oxo,     -    ,  9.000000,     -    ,     -    , -0.910000, -0.910000,     -    ,     -    ,     -    
x-x o-- xoo,     -    ,  9.000000,     -    ,     -    ,  9.000000,  7.190000,     -    ,     -    ,     -    
x-x o-o ---,     -    ,  9.000000,     -    ,     -    ,  7.190000,     -    , -9.100000, -9.100000, -9.100000
x-x o-o -ox,     -    ,  9.000000,     -    ,     -    ,  9.000000,     -    , -9.100000,     -    ,     -    
x-x o-o -xo,     -    ,  9.000000,     -    ,     -    ,  7.190000,     -    , -9.100000,     -    ,     -    
x-x o-o o-x,     -    ,  9.000000,     -    ,     -    ,  9.000000,     -    ,     -    , -9.100000,     -    
x-x o-o ox-,     -    ,  9.000000,     -    ,     -    ,  7.190000,     -    ,     -    ,     -    , -9.100000
x-x o-o x-o,     -    ,  9.000000,     -    ,     -    ,  9.000000,     -    ,     -    , -9.100000,     -    
x-x o-o xo-,     -    ,  9.000000,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    , -9.100000
x-x o-x -oo,     -    ,  9.000000,     -    ,     -    , -9.100000,     -    ,  7.190000,     -    ,     -    
x-x o-x o-o,     -    ,  9.000000,     -    ,     -    , -9.100000,     -    ,     -    , -0.910000,     -    
x-x o-x oo-,     -    ,  9.000000,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,  9.000000
x-x oo- ---,     -    ,  9.000000,     -    ,     -    ,     -    ,  7.190000, -9.100000, -9.100000, -9.100000
x-x oo- -ox,     -    ,  9.000000,     -    ,     -    ,     -    ,  9.000000, -9.100000,     -    ,     -    
x-x oo- -xo,     -    ,  9.000000,     -    ,     -    ,     -    , -0.910000, -9.100000,     -    ,     -    
x-x oo- o-x,     -    ,  9.000000,     -    ,     -    ,     -    ,  9.000000,     -    , -9.100000,     -    
x-x oo- ox-,     -    ,  9.000000,     -    ,     -    ,     -    ,  7.190000,     -    ,     -    , -9.100000
x-x oo- x-o,     -    ,  9.000000,     -    ,     -    ,     -    , -0.910000,     -    , -9.100000,     -    
x-x oo- xo-,     -    ,  9.000000,     -    ,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000
x-x oox --o,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    , -0.910000, -0.910000,     -    
x-x oox -o-,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    , -9.100000,     -    ,  9.000000
x-x oox o--,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,  7.190000,  9.000000
x-x oox oxo,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
x-x oox xoo,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
x-x ox- -oo,     -    ,  9.000000,     -    ,     -    ,     -    , -9.100000,  9.000000,     -    ,     -    
x-x ox- o-o,     -    ,  9.000000,     -    ,     -    ,     -    , -9.100000,     -    , -0.910000,     -    
x-x ox- oo-,     -    ,  9.000000,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,  9.000000
x-x oxo --o,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,  9.000000,  7.190000,     -    
x-x oxo -o-,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,  9.000000
x-x oxo o--,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,  7.190000,  9.000000
x-x oxo oxo,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
x-x x-o -oo,     -    ,  9.000000,     -    ,     -    , -9.100000,     -    ,  9.000000,     -    ,     -    
x-x x-o o-o,     -    ,  9.000000,     -    ,     -    , -9.100000,     -    ,     -    , -0.910000,     -    
x-x x-o oo-,     -    ,  9.000000,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,  7.190000
x-x xo- -oo,     -    ,  9.000000,     -    ,     -    ,     -    , -9.100000,  9.000000,     -    ,     -    
x-x xo- o-o,     -    ,  9.000000,     -    ,     -    ,     -    , -9.100000,     -    , -0.910000,     -    
x-x xo- oo-,     -    ,  9.000000,     -    ,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000
x-x xoo --o,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,  9.000000,  7.190000,     -    
x-x xoo -o-,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    , -9.100000
x-x xoo o--,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    , -0.910000, -0.910000
x-x xoo oox,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
x-x xoo oxo,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
xo- --- ---,     -    ,     -    , -0.778051,  5.723900,  5.723900, -0.778051,  5.723900, -0.778051, -0.778051
xo- --- -ox,     -    ,     -    , -9.100000, -9.100000,  9.000000, -9.100000, -9.100000,     -    ,     -    
xo- --- -xo,     -    ,     -    , -0.837100, -0.837100, -0.837100, -0.837100, -0.837100,     -    ,     -    
xo- --- o-x,     -    ,     -    ,  7.190000, -7.471000,  9.000000,  7.190000,     -    , -0.837100,     -    
xo- --- ox-,     -    ,     -    , -0.837100, -0.837100, -0.837100, -0.837100,     -    ,     -    , -0.837100
xo- --- x-o,     -    ,     -    ,  7.190000,  9.000000,  7.190000, -0.837100,     -    , -0.837100,     -    
xo- --- xo-,     -    ,     -    , -9.100000,  9.000000,  7.190000, -9.100000,     -    ,     -    , -9.100000
xo- --o --x,     -    ,     -    , -7.471000,  7.190000,  9.000000,     -    ,  7.190000,  7.190000,     -    
xo- --o -x-,     -    ,     -    , -0.837100, -0.837100, -0.837100,     -    ,  7.190000,     -    ,  7.190000
xo- --o oxx,     -    ,     -    , -0.910000, -0.910000,  9.000000,     -    ,     -    ,     -    ,     -    
xo- --o x--,     -    ,     -    ,  7.190000,  9.000000,  7.190000,     -    ,     -    ,  7.190000,  7.190000
xo- --o xox,     -    ,     -    , -9.100000,  9.000000,  9.000000,     -    ,     -    ,     -    ,     -    
xo- --o xxo,     -    ,     -    ,  7.190000,  9.000000, -9.100000,     -    ,     -    ,     -    ,     -    
xo- --x --o,     -    ,     -    , -7.471000,  7.190000, -0.837100,     -    , -0.837100, -0.837100,     -    
xo- --x -o-,     -    ,     -    , -9.100000, -9.100000,  7.190000,     -    , -9.100000,     -    , -9.100000
xo- --x o--,     -    ,     -    , -0.837100, -7.471000,  7.190000,     -    ,     -    , -0.837100,  7.190000
xo- --x oox,     -    ,     -    ,  9.000000, -9.100000,  9.000000,     -    ,     -    ,     -    ,     -    
xo- --x oxo,     -    ,     -    , -0.910000, -0.910000, -0.910000,     -    ,     -    ,     -    ,     -    
xo- --x xoo,     -    ,     -    , -9.100000,  9.000000,  7.190000,     -    ,     -    ,     -    ,     -    
xo- -o- --x,     -    ,     -    , -9.100000, -9.100000,     -    , -9.100000, -9.100000, -0.837100,     -    
xo- -o- -x-,     -    ,     -    , -0.837100, -0.837100,     -    , -0.837100,  7.190000,     -    , -0.837100
xo- -o- oxx,     -    ,     -    , -0.910000, -9.100000,     -    , -9.100000,     -    ,     -    ,     -    
xo- -o- x--,     -    ,     -    , -9.100000,  9.000000,     -    , -9.100000,     -    ,  7.190000, -9.100000
xo- -o- xxo,     -    ,     -    , -0.910000,  9.000000,     -    , -0.910000,     -    ,     -    ,     -    
xo- -oo -xx,     -    ,     -    , -9.100000, -0.910000,     -    ,     -    ,  9.000000,     -    ,     -    
xo- -oo x-x,     -    ,     -    , -9.100000,  9.000000,     -    ,     -    ,     -    ,  9.000000,     -    
xo- -oo xx-,     -    ,     -    , -9.100000,  9.000000,     -    ,     -    ,     -    ,     -    ,  9.000000
xo- -ox ---,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    , -9.100000, -0.837100, -9.100000
xo- -ox -xo,     -    ,     -    , -0.910000, -0.910000,     -    ,     -    , -0.910000,     -    ,     -    
xo- -ox o-x,     -    ,     -    ,  9.000000, -9.100000,     -    ,     -    ,     -    , -9.100000,     -    
xo- -ox ox-,     -    ,     -    , -0.910000, -9.100000,     -    ,     -    ,     -    ,     -    , -9.100000
xo- -ox x-o,     -    ,     -    , -9.100000,  9.000000,     -    ,     -    ,     -    , -0.910000,     -    
xo- -x- --o,     -    ,     -    , -0.837100,  7.190000,     -    , -0.837100,  7.190000, -0.837100,     -    
xo- -x- -o-,     -    ,     -    ,  7.190000,  7.190000,     -    ,  7.190000,  7.190000,     -    ,  9.000000
xo- -x- o--,     -    ,     -    , -0.837100,  7.190000,     -    ,  7.190000,     -    , -0.837100,  9.000000
xo- -x- oxo,     -    ,     -    , -0.910000, -0.910000,     -    , -0.910000,     -    ,     -    ,     -    
xo- -x- xoo,     -    ,     -    ,  9.000000,  9.000000,     -    ,  7.190000,     -    ,     -    ,     -    
xo- -xo ---,     -    ,     -    ,  7.190000,  7.190000,     -    ,     -    ,  7.190000, -0.837100,  9.000000
xo- -xo -xo,     -    ,     -    , -0.910000, -9.100000,     -    ,     -    , -9.100000,     -    ,     -    
xo- -xo ox-,     -    ,     -    , -0.910000, -0.910000,     -    ,     -    ,     -    ,     -    ,  9.000000
xo- -xo x-o,     -    ,     -    ,  9.000000,  9.000000,     -    ,     -    ,     -    , -9.100000,     -    
xo- -xo xo-,     -    ,     -    ,  9.000000,  9.000000,     -    ,     -    ,     -    ,     -    ,  9.000000
