State,        Action 1,  Action 2,  Action 3,  Action 4,  Action 5,  Action 6,  Action 7,  Action 8,  Action 9
oxx --- x-o,     -    ,     -    ,     -    , -9.100000,  9.000000, -9.100000,     -    , -9.100000,     -    
oxx --- xo-,     -    ,     -    ,     -    , -9.100000, -0.181000, -9.100000,     -    ,     -    , -9.100000
oxx --o --x,     -    ,     -    ,     -    ,  7.190000, -0.181000,     -    , -0.181000, -0.181000,     -    
oxx --o -x-,     -    ,     -    ,     -    , -9.100000,  7.190000,     -    , -9.100000,     -    , -9.100000
oxx --o oxx,     -    ,     -    ,     -    ,  9.000000, -0.100000,     -    ,     -    ,     -    ,     -    
oxx --o x--,     -    ,     -    ,     -    , -9.100000,  7.190000,     -    ,     -    , -9.100000, -9.100000
oxx --o xox,     -    ,     -    ,     -    , -9.100000, -0.100000,     -    ,     -    ,     -    ,     -    
oxx --o xxo,     -    ,     -    ,     -    , -9.100000,  9.000000,     -    ,     -    ,     -    ,     -    
oxx --x --o,     -    ,     -    ,     -    ,  7.190000,  9.000000,     -    ,  7.190000,  7.190000,     -    
oxx --x -o-,     -    ,     -    ,     -    , -9.100000, -9.100000,     -    , -9.100000,     -    ,  7.190000
oxx --x o--,     -    ,     -    ,     -    ,  9.000000, -9.100000,     -    ,     -    , -9.100000,  7.190000
oxx --x oxo,     -    ,     -    ,     -    ,  9.000000,  9.000000,     -    ,     -    ,     -    ,     -    
oxx --x xoo,     -    ,     -    ,     -    , -9.100000,  9.000000,     -    ,     -    ,     -    ,     -    
oxx -o- --x,     -    ,     -    ,     -    , -9.100000,     -    , -0.181000, -9.100000, -9.100000,     -    
oxx -o- -x-,     -    ,     -    ,     -    ,  7.190000,     -    ,  7.190000,  7.190000,     -    ,  9.000000
oxx -o- oxx,     -    ,     -    ,     -    ,  9.000000,     -    , -0.100000,     -    ,     -    ,     -    
oxx -o- x--,     -    ,     -    ,     -    ,  7.190000,     -    ,  7.190000,     -    , -0.181000,  9.000000
oxx -o- xox,     -    ,     -    ,     -    , -9.100000,     -    , -0.100000,     -    ,     -    ,     -    
oxx -oo -xx,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    , -0.100000,     -    ,     -    
oxx -oo x-x,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    , -0.100000,     -    
oxx -oo xx-,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,  9.000000
oxx -ox ---,     -    ,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000, -9.100000,  9.000000
oxx -ox ox-,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,  9.000000
oxx -ox xo-,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,  9.000000
oxx -x- --o,     -    ,     -    ,     -    , -9.100000,     -    , -9.100000, -9.100000, -9.100000,     -    
oxx -x- -o-,     -    ,     -    ,     -    , -9.100000,     -    , -9.100000,  7.190000,     -    , -9.100000
oxx -x- o--,     -    ,     -    ,     -    ,  9.000000,     -    , -9.100000,     -    ,  7.190000, -9.100000
oxx -x- oox,     -    ,     -    ,     -    ,  9.000000,     -    , -0.100000,     -    ,     -    ,     -    
oxx -xo ---,     -    ,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000, -9.100000, -9.100000
oxx -xo -ox,     -    ,     -    ,     -    , -9.100000,     -    ,     -    , -0.100000,     -    ,     -    
oxx -xo o-x,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    , -0.100000,     -    
oxx -xx -oo,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,  9.000000,     -    ,     -    
oxx -xx o-o,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    ,  9.000000,     -    
oxx -xx oo-,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,  9.000000
oxx o-- --x,     -    ,     -    ,     -    ,     -    , -9.100000,  7.190000,  9.000000, -9.100000,     -    
oxx o-- -x-,     -    ,     -    ,     -    ,     -    ,  7.190000, -9.100000,  9.000000,     -    , -9.100000
oxx o-- x--,     -    ,     -    ,     -    ,     -    ,  7.190000, -9.100000,     -    , -9.100000, -9.100000
oxx o-- xox,     -    ,     -    ,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    
oxx o-- xxo,     -    ,     -    ,     -    ,     -    ,  9.000000, -9.100000,     -    ,     -    ,     -    
oxx o-o -xx,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,  9.000000,     -    ,     -    
oxx o-o x-x,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    , -9.100000,     -    
oxx o-o xx-,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    , -9.100000
oxx o-x ---,     -    ,     -    ,     -    ,     -    , -9.100000,     -    ,  9.000000, -9.100000,  7.190000
oxx o-x -xo,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,  9.000000,     -    ,     -    
oxx o-x x-o,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    , -9.100000,     -    
oxx o-x xo-,     -    ,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,     -    , -9.100000
oxx oo- -xx,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000,  9.000000,     -    ,     -    
oxx oo- x-x,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    , -9.100000,     -    
oxx oo- xx-,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    ,  9.000000
oxx oox -x-,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,  9.000000
oxx oox x--,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,  9.000000
oxx ox- ---,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,  9.000000, -9.100000, -9.100000
oxx ox- -ox,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,  9.000000,     -    ,     -    
oxx oxo --x,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000, -9.100000,     -    
oxx oxx --o,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000, -9.100000,     -    
oxx oxx -o-,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    , -9.100000
oxx x-- --o,     -    ,     -    ,     -    ,     -    ,  9.000000, -7.471000,  7.190000,  7.190000,     -    
oxx x-- -o-,     -    ,     -    ,     -    ,     -    , -0.181000, -0.181000, -0.181000,     -    ,  7.190000
oxx x-- o--,     -    ,     -    ,     -    ,     -    , -0.181000, -0.181000,     -    , -0.181000,  7.190000
oxx x-- oox,     -    ,     -    ,     -    ,     -    , -9.100000, -0.100000,     -    ,     -    ,     -    
oxx x-- oxo,     -    ,     -    ,     -    ,     -    ,  9.000000, -9.100000,     -    ,     -    ,     -    
oxx x-- xoo,     -    ,     -    ,     -    ,     -    ,  9.000000, -9.100000,     -    ,     -    ,     -    
oxx x-o ---,     -    ,     -    ,     -    ,     -    , -0.181000,     -    , -0.181000, -0.181000, -7.471000
oxx x-o -ox,     -    ,     -    ,     -    ,     -    , -0.100000,     -    , -0.100000,     -    ,     -    
oxx x-o -xo,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    , -9.100000,     -    ,     -    
oxx x-o o-x,     -    ,     -    ,     -    ,     -    , -0.100000,     -    ,     -    , -0.100000,     -    
oxx x-o ox-,     -    ,     -    ,     -    ,     -    , -0.100000,     -    ,     -    ,     -    , -9.100000
oxx x-o x-o,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    , -9.100000,     -    
oxx x-o xo-,     -    ,     -    ,     -    ,     -    , -0.100000,     -    ,     -    ,     -    , -9.100000
oxx x-x -oo,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,  9.000000,     -    ,     -    
oxx x-x o-o,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    ,  9.000000,     -    
oxx x-x oo-,     -    ,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,  9.000000
oxx xo- ---,     -    ,     -    ,     -    ,     -    ,     -    , -0.181000, -0.181000, -0.181000,  9.000000
oxx xo- -ox,     -    ,     -    ,     -    ,     -    ,     -    , -0.100000, -9.100000,     -    ,     -    
oxx xo- o-x,     -    ,     -    ,     -    ,     -    ,     -    , -0.100000,     -    , -9.100000,     -    
oxx xo- ox-,     -    ,     -    ,     -    ,     -    ,     -    , -0.100000,     -    ,     -    ,  9.000000
oxx xo- xo-,     -    ,     -    ,     -    ,     -    ,     -    , -0.100000,     -    ,     -    ,  9.000000
oxx xoo --x,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -0.100000, -0.100000,     -    
oxx xoo -x-,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -0.100000,     -    ,  9.000000
oxx xoo x--,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -0.100000,  9.000000
oxx xox -o-,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,     -    ,  9.000000
oxx xox o--,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,  9.000000
oxx xx- -oo,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,  9.000000,     -    ,     -    
oxx xx- o-o,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,     -    ,  9.000000,     -    
oxx xx- oo-,     -    ,     -    ,     -    ,     -    ,     -    , -0.100000,     -    ,     -    ,  9.000000
oxx xxo --o,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000, -9.100000,     -    
oxx xxo -o-,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -0.100000,     -    , -9.100000
oxx xxo o--,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -0.100000, -9.100000
x-- --- ---,     -    , -6.151510, -6.151510, -6.151510, -0.299754, -6.151510, -6.151510, -6.151510, -6.151510
x-- --- -ox,     -    , -9.100000, -9.100000, -9.100000, -0.246610, -9.100000, -9.100000,     -    ,     -    
x-- --- -xo,     -    , -0.246610, -0.246610, -7.471000, -0.246610, -6.151510, -7.471000,     -    ,     -    
x-- --- o-x,     -    , -9.100000, -9.100000, -9.100000, -7.471000, -9.100000,     -    , -9.100000,     -    
x-- --- ox-,     -    , -0.246610, -7.471000, -7.471000, -0.246610, -7.471000,     -    ,     -    , -7.471000
x-- --- x-o,     -    , -9.100000, -9.100000, -7.471000, -9.100000, -9.100000,     -    , -9.100000,     -    
x-- --- xo-,     -    , -9.100000, -9.100000, -7.471000, -9.100000, -9.100000,     -    ,     -    , -9.100000
x-- --o --x,     -    , -9.100000, -9.100000, -9.100000, -0.246610,     -    , -9.100000, -9.100000,     -    
x-- --o -x-,     -    , -7.471000, -7.471000, -7.471000, -0.246610,     -    , -7.471000,     -    , -6.151510
x-- --o oxx,     -    , -9.100000, -9.100000, -9.100000,  7.190000,     -    ,     -    ,     -    ,     -    
x-- --o x--,     -    , -9.100000, -9.100000, -7.471000, -9.100000,     -    ,     -    , -9.100000, -9.100000
x-- --o xox,     -    , -9.100000, -9.100000, -9.100000, -9.100000,     -    ,     -    ,     -    ,     -    
x-- --o xxo,     -    , -9.100000,  9.000000,  7.190000, -9.100000,     -    ,     -    ,     -    ,     -    
x-- --x --o,     -    , -7.471000, -7.471000, -0.246610, -0.246610,     -    , -0.246610, -6.151510,     -    
x-- --x -o-,     -    , -7.471000, -7.471000, -7.471000, -0.246610,     -    , -7.471000,     -    , -6.151510
x-- --x o--,     -    , -7.471000, -7.471000, -7.471000, -7.471000,     -    ,     -    , -7.471000, -0.246610
x-- --x oox,     -    , -9.100000, -9.100000, -9.100000, -9.100000,     -    ,     -    ,     -    ,     -    
x-- --x oxo,     -    , -0.181000, -7.471000, -7.471000, -0.181000,     -    ,     -    ,     -    ,     -    
x-- --x xoo,     -    , -9.100000, -9.100000, -7.471000, -9.100000,     -    ,     -    ,     -    ,     -    
x-- -o- --x,     -    , -0.246610, -7.471000, -0.246610,     -    , -0.246610, -7.471000, -0.246610,     -    
x-- -o- -x-,     -    , -7.471000, -7.471000, -0.246610,     -    , -0.246610, -0.246610,     -    , -0.246610
x-- -o- oxx,     -    , -0.181000,  9.000000,  7.190000,     -    ,  7.190000,     -    ,     -    ,     -    
x-- -o- x--,     -    , -9.100000, -9.100000, -0.246610,     -    , -9.100000,     -    , -9.100000, -9.100000
x-- -o- xox,     -    ,  9.000000, -9.100000,  7.190000,     -    , -9.100000,     -    ,     -    ,     -    
x-- -o- xxo,     -    , -9.100000, -9.100000, -0.181000,     -    , -9.100000,     -    ,     -    ,     -    
x-- -oo -xx,     -    , -9.100000, -9.100000,  9.000000,     -    ,     -    ,  7.190000,     -    ,     -    
x-- -oo x-x,     -    , -9.100000, -9.100000,  9.000000,     -    ,     -    ,     -    , -9.100000,     -    
x-- -oo xx-,     -    , -9.100000, -9.100000,  9.000000,     -    ,     -    ,     -    ,     -    , -9.100000
x-- -ox ---,     -    , -0.246610, -0.246610, -7.471000,     -    ,     -    , -7.471000, -0.246610, -0.246610
x-- -ox -ox,     -    ,  9.000000,  7.190000, -9.100000,     -    ,     -    , -9.100000,     -    ,     -    
x-- -ox -xo,     -    , -0.181000, -0.181000, -0.181000,     -    ,     -    , -0.181000,     -    ,     -    
x-- -ox o-x,     -    , -9.100000,  9.000000, -9.100000,     -    ,     -    ,     -    , -9.100000,     -    
x-- -ox ox-,     -    , -0.181000,  9.000000, -7.471000,     -    ,     -    ,     -    ,     -    , -0.181000
x-- -ox x-o,     -    , -9.100000, -9.100000, -0.181000,     -    ,     -    ,     -    , -9.100000,     -    
x-- -ox xo-,     -    ,  9.000000, -9.100000, -0.181000,     -    ,     -    ,     -    ,     -    , -9.100000
x-- -x- --o,     -    , -7.471000, -0.246610, -7.471000,     -    , -7.471000, -0.246610, -7.471000,     -    
x-- -x- -o-,     -    , -9.100000, -9.100000, -9.100000,     -    , -9.100000, -9.100000,     -    , -7.471000
x-- -x- o--,     -    , -9.100000, -9.100000, -9.100000,     -    , -9.100000,     -    , -9.100000, -0.246610
x-- -x- oxo,     -    , -0.181000, -9.100000, -9.100000,     -    , -9.100000,     -    ,     -    ,     -    
x-- -x- xoo,     -    , -9.100000, -9.100000, -9.100000,     -    , -9.100000,     -    ,     -    ,     -    
x-- -xo ---,     -    , -9.100000, -9.100000, -9.100000,     -    ,     -    , -9.100000, -9.100000, -7.471000
x-- -xo -xo,     -    , -0.181000,  9.000000, -9.100000,     -    ,     -    , -9.100000,     -    ,     -    
x-- -xo ox-,     -    , -9.100000, -9.100000, -9.100000,     -    ,     -    ,     -    ,     -    , -9.100000
x-- -xo x-o,     -    , -9.100000,  9.000000, -9.100000,     -    ,     -    ,     -    , -9.100000,     -    
x-- -xo xo-,     -    , -9.100000, -9.100000, -9.100000,     -    ,     -    ,     -    ,     -    , -9.100000
x-- -xx -oo,     -    , -9.100000, -9.100000, -0.181000,     -    ,     -    ,  9.000000,     -    ,     -    
x-- -xx o-o,     -    , -9.100000, -9.100000, -0.181000,     -    ,     -    ,     -    ,  9.000000,     -    
x-- -xx oo-,     -    , -9.100000, -9.100000, -9.100000,     -    ,     -    ,     -    ,     -    ,  9.000000
x-- o-- --x,     -    , -9.100000, -9.100000,     -    , -0.246610, -9.100000, -9.100000, -9.100000,     -    
x-- o-- -x-,     -    , -7.471000, -7.471000,     -    , -0.246610, -7.471000, -7.471000,     -    , -7.471000
x-- o-- oxx,     -    , -9.100000, -9.100000,     -    ,  7.190000, -9.100000,     -    ,     -    ,     -    
x-- o-- x--,     -    , -7.471000, -7.471000,     -    , -0.246610, -7.471000,     -    , -7.471000, -7.471000
x-- o-- xox,     -    , -9.100000, -9.100000,     -    ,  7.190000, -9.100000,     -    ,     -    ,     -    
x-- o-- xxo,     -    , -0.181000, -0.181000,     -    , -0.181000,  7.190000,     -    ,     -    ,     -    
x-- o-o -xx,     -    , -9.100000, -9.100000,     -    ,  9.000000,     -    , -9.100000,     -    ,     -    
x-- o-o x-x,     -    , -9.100000, -9.100000,     -    ,  9.000000,     -    ,     -    , -9.100000,     -    
x-- o-o xx-,     -    , -9.100000, -9.100000,     -    ,  9.000000,     -    ,     -    ,     -    ,  7.190000
x-- o-x ---,     -    , -7.471000, -0.246610,     -    , -7.471000,     -    , -7.471000, -7.471000, -0.246610
x-- o-x -ox,     -    , -9.100000, -9.100000,     -    , -9.100000,     -    , -9.100000,     -    ,     -    
x-- o-x -xo,     -    , -0.181000, -0.181000,     -    , -0.181000,     -    , -7.471000,     -    ,     -    
x-- o-x o-x,     -    , -9.100000, -9.100000,     -    , -9.100000,     -    ,     -    , -9.100000,     -    
x-- o-x ox-,     -    , -7.471000, -7.471000,     -    , -7.471000,     -    ,     -    ,     -    , -7.471000
x-- o-x x-o,     -    , -0.181000, -0.181000,     -    , -0.181000,     -    ,     -    , -7.471000,     -    
x-- o-x xo-,     -    , -7.471000, -0.181000,     -    , -0.181000,     -    ,     -    ,     -    , -7.471000
x-- oo- -xx,     -    , -9.100000, -9.100000,     -    ,     -    ,  9.000000,  7.190000,     -    ,     -    
x-- oo- x-x,     -    , -9.100000, -9.100000,     -    ,     -    ,  9.000000,     -    ,  7.190000,     -    
x-- oo- xx-,     -    , -9.100000, -9.100000,     -    ,     -    ,  9.000000,     -    ,     -    , -0.181000
x-- oox --x,     -    , -9.100000, -0.181000,     -    ,     -    ,     -    , -9.100000, -9.100000,     -    
x-- oox -x-,     -    , -7.471000, -0.181000,     -    ,     -    ,     -    , -7.471000,     -    , -0.181000
x-- oox oxx,     -    , -9.100000,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
x-- oox x--,     -    , -0.181000, -0.181000,     -    ,     -    ,     -    ,     -    , -0.181000, -0.181000
x-- oox xox,     -    ,  9.000000, -0.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
x-- oox xxo,     -    , -0.100000, -0.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
x-- ox- ---,     -    , -9.100000, -9.100000,     -    ,     -    , -9.100000, -9.100000, -9.100000, -7.471000
x-- ox- -xo,     -    , -0.181000, -9.100000,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    
x-- ox- ox-,     -    , -9.100000, -9.100000,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000
